Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year,Seat_Multiplier,Base_Price_Base,Importance_Factor,Days_Factor,Sales_Factor,Base_Price_Reconstructed,Importance_Num,Stage_Num,Venue_Num,Team1_Num,Team2_Num,Importance_Impact,Final_Price
70,France,Australia,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.35,2022,3.0,275.0,0.0,0.2,0.1,,2,1,2,13,2,825.0,330.0
71,France,Australia,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.23,2022,3.0,275.0,0.0,0.1,0.1,,2,1,2,13,2,825.0,330.0
72,France,Australia,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.42,2022,3.0,275.0,0.0,0.0,0.1,,2,1,2,13,2,825.0,330.0
73,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Bronze,3,259,0.39,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,1,20,10,777.0,310.8
74,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Bronze,5,259,0.46,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,1,20,10,777.0,310.8
75,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Bronze,7,259,0.33,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,1,20,10,777.0,310.8
76,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Gold,3,619,0.24,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,1,20,10,928.5,371.4
77,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Gold,5,619,0.34,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,1,20,10,928.5,371.4
78,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Gold,7,619,0.23,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,1,20,10,928.5,371.4
79,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Diamond,3,825,0.34,2022,3.0,275.0,0.0,0.2,0.1,,2,1,1,20,10,825.0,330.0
80,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Diamond,5,825,0.42,2022,3.0,275.0,0.0,0.1,0.1,,2,1,1,20,10,825.0,330.0
81,Morocco,Croatia,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.35,2022,3.0,275.0,0.0,0.0,0.1,,2,1,1,20,10,825.0,330.0
82,Germany,Japan,Khalifa International,Group Stage,low,Bronze,3,259,0.44,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,5,14,21,777.0,310.8
83,Germany,Japan,Khalifa International,Group Stage,low,Bronze,5,259,0.43,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,5,14,21,777.0,310.8
84,Germany,Japan,Khalifa International,Group Stage,low,Bronze,7,259,0.3,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,5,14,21,777.0,310.8
85,Germany,Japan,Khalifa International,Group Stage,low,Gold,3,619,0.28,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,5,14,21,928.5,371.4
86,Germany,Japan,Khalifa International,Group Stage,low,Gold,5,619,0.41,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,5,14,21,928.5,371.4
87,Germany,Japan,Khalifa International,Group Stage,low,Gold,7,619,0.22,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,5,14,21,928.5,371.4
88,Germany,Japan,Khalifa International,Group Stage,low,Diamond,3,825,0.39,2022,3.0,275.0,0.0,0.2,0.1,,2,1,5,14,21,825.0,330.0
89,Germany,Japan,Khalifa International,Group Stage,low,Diamond,5,825,0.32,2022,3.0,275.0,0.0,0.1,0.1,,2,1,5,14,21,825.0,330.0
90,Germany,Japan,Khalifa International,Group Stage,low,Diamond,7,825,0.48,2022,3.0,275.0,0.0,0.0,0.1,,2,1,5,14,21,825.0,330.0
91,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.45,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,3,34,9,777.0,310.8
92,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.25,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,3,34,9,777.0,310.8
93,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Bronze,7,259,0.48,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,3,34,9,777.0,310.8
94,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Gold,3,619,0.23,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,3,34,9,928.5,371.4
95,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Gold,5,619,0.5,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,3,34,9,928.5,371.4
96,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Gold,7,619,0.5,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,3,34,9,928.5,371.4
97,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Diamond,3,825,0.43,2022,3.0,275.0,0.0,0.2,0.1,,2,1,3,34,9,825.0,330.0
98,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Diamond,5,825,0.33,2022,3.0,275.0,0.0,0.1,0.1,,2,1,3,34,9,825.0,330.0
99,Spain,Costa Rica,Al Thumama Stadium,Group Stage,low,Diamond,7,825,0.43,2022,3.0,275.0,0.0,0.0,0.1,,2,1,3,34,9,825.0,330.0
100,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.3,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,0,2,6,777.0,310.8
101,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.31,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,0,2,6,777.0,310.8
102,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.41,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,0,2,6,777.0,310.8
103,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.5,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,0,2,6,928.5,371.4
104,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.41,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,0,2,6,928.5,371.4
105,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.41,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,0,2,6,928.5,371.4
106,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.34,2022,3.0,275.0,0.0,0.2,0.1,,2,1,0,2,6,825.0,330.0
107,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.49,2022,3.0,275.0,0.0,0.1,0.1,,2,1,0,2,6,825.0,330.0
108,Belgium,Canada,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.31,2022,3.0,275.0,0.0,0.0,0.1,,2,1,0,2,6,825.0,330.0
109,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.32,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,2,36,5,777.0,310.8
110,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.47,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,2,36,5,777.0,310.8
111,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.43,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,2,36,5,777.0,310.8
112,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.34,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,2,36,5,928.5,371.4
113,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.22,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,2,36,5,928.5,371.4
114,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.34,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,2,36,5,928.5,371.4
115,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.21,2022,3.0,275.0,0.0,0.2,0.1,,2,1,2,36,5,825.0,330.0
116,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.36,2022,3.0,275.0,0.0,0.1,0.1,,2,1,2,36,5,825.0,330.0
117,Switzerland,Cameroon,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.21,2022,3.0,275.0,0.0,0.0,0.1,,2,1,2,36,5,825.0,330.0
118,Uruguay,South Korea,Education City Stadium,Group Stage,low,Bronze,3,259,0.26,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,4,39,36,777.0,310.8
119,Uruguay,South Korea,Education City Stadium,Group Stage,low,Bronze,5,259,0.36,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,4,39,36,777.0,310.8
120,Uruguay,South Korea,Education City Stadium,Group Stage,low,Bronze,7,259,0.41,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,4,39,36,777.0,310.8
121,Uruguay,South Korea,Education City Stadium,Group Stage,low,Gold,3,619,0.49,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,4,39,36,928.5,371.4
122,Uruguay,South Korea,Education City Stadium,Group Stage,low,Gold,5,619,0.22,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,4,39,36,928.5,371.4
123,Uruguay,South Korea,Education City Stadium,Group Stage,low,Gold,7,619,0.46,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,4,39,36,928.5,371.4
124,Uruguay,South Korea,Education City Stadium,Group Stage,low,Diamond,3,825,0.25,2022,3.0,275.0,0.0,0.2,0.1,,2,1,4,39,36,825.0,330.0
125,Uruguay,South Korea,Education City Stadium,Group Stage,low,Diamond,5,825,0.27,2022,3.0,275.0,0.0,0.1,0.1,,2,1,4,39,36,825.0,330.0
126,Uruguay,South Korea,Education City Stadium,Group Stage,low,Diamond,7,825,0.41,2022,3.0,275.0,0.0,0.0,0.1,,2,1,4,39,36,825.0,330.0
127,Portugal,Ghana,Stadium 974,Group Stage,low,Bronze,3,259,0.45,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,7,27,17,777.0,310.8
128,Portugal,Ghana,Stadium 974,Group Stage,low,Bronze,5,259,0.21,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,7,27,17,777.0,310.8
129,Portugal,Ghana,Stadium 974,Group Stage,low,Bronze,7,259,0.27,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,7,27,17,777.0,310.8
130,Portugal,Ghana,Stadium 974,Group Stage,low,Gold,3,619,0.46,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,7,27,17,928.5,371.4
131,Portugal,Ghana,Stadium 974,Group Stage,low,Gold,5,619,0.48,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,7,27,17,928.5,371.4
132,Portugal,Ghana,Stadium 974,Group Stage,low,Gold,7,619,0.31,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,7,27,17,928.5,371.4
133,Portugal,Ghana,Stadium 974,Group Stage,low,Diamond,3,825,0.26,2022,3.0,275.0,0.0,0.2,0.1,,2,1,7,27,17,825.0,330.0
134,Portugal,Ghana,Stadium 974,Group Stage,low,Diamond,5,825,0.49,2022,3.0,275.0,0.0,0.1,0.1,,2,1,7,27,17,825.0,330.0
135,Portugal,Ghana,Stadium 974,Group Stage,low,Diamond,7,825,0.46,2022,3.0,275.0,0.0,0.0,0.1,,2,1,7,27,17,825.0,330.0
136,Brazil,Serbia,Lusail Stadium,Group Stage,low,Bronze,3,259,0.31,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,6,3,34,777.0,310.8
137,Brazil,Serbia,Lusail Stadium,Group Stage,low,Bronze,5,259,0.3,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,6,3,34,777.0,310.8
138,Brazil,Serbia,Lusail Stadium,Group Stage,low,Bronze,7,259,0.46,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,6,3,34,777.0,310.8
139,Brazil,Serbia,Lusail Stadium,Group Stage,low,Gold,3,619,0.28,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,6,3,34,928.5,371.4
140,Brazil,Serbia,Lusail Stadium,Group Stage,low,Gold,5,619,0.49,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,6,3,34,928.5,371.4
141,Brazil,Serbia,Lusail Stadium,Group Stage,low,Gold,7,619,0.36,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,6,3,34,928.5,371.4
142,Brazil,Serbia,Lusail Stadium,Group Stage,low,Diamond,3,825,0.34,2022,3.0,275.0,0.0,0.2,0.1,,2,1,6,3,34,825.0,330.0
143,Brazil,Serbia,Lusail Stadium,Group Stage,low,Diamond,5,825,0.3,2022,3.0,275.0,0.0,0.1,0.1,,2,1,6,3,34,825.0,330.0
144,Brazil,Serbia,Lusail Stadium,Group Stage,low,Diamond,7,825,0.47,2022,3.0,275.0,0.0,0.0,0.1,,2,1,6,3,34,825.0,330.0
145,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.36,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,0,40,20,777.0,310.8
146,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.48,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,0,40,20,777.0,310.8
147,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.33,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,0,40,20,777.0,310.8
148,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.32,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,0,40,20,928.5,371.4
149,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.48,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,0,40,20,928.5,371.4
150,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.45,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,0,40,20,928.5,371.4
151,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.47,2022,3.0,275.0,0.0,0.2,0.1,,2,1,0,40,20,825.0,330.0
152,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.29,2022,3.0,275.0,0.0,0.1,0.1,,2,1,0,40,20,825.0,330.0
153,Wales,Iran,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.24,2022,3.0,275.0,0.0,0.0,0.1,,2,1,0,40,20,825.0,330.0
154,Qatar,Senegal,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.4,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,3,28,33,777.0,310.8
155,Qatar,Senegal,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.29,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,3,28,33,777.0,310.8
